[2021-01-30 15:47:49,229] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 17:44:49,892] - [trainer.py file line:150] - INFO: Ref  PSNR (now): 24.601 	 SSIM (now): 0.7322
[2021-01-30 17:44:49,892] - [trainer.py file line:158] - INFO: Ref  PSNR (max): 24.601 (10) 	 SSIM (max): 0.7322 (10)
[2021-01-30 17:44:49,893] - [trainer.py file line:160] - INFO: Evaluation over.
[2021-01-30 17:44:49,895] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 17:49:30,717] - [trainer.py file line:84] - INFO: epoch: 11	 batch: 600
[2021-01-30 17:49:30,776] - [trainer.py file line:85] - INFO: rec_loss: 0.1049109548
[2021-01-30 17:49:30,797] - [trainer.py file line:95] - INFO: per_loss: 0.0425517894
[2021-01-30 17:49:30,802] - [trainer.py file line:102] - INFO: tpl_loss: 0.0016629586
[2021-01-30 17:49:30,925] - [trainer.py file line:107] - INFO: adv_loss: -0.0401451401
[2021-01-30 17:54:11,685] - [trainer.py file line:84] - INFO: epoch: 11	 batch: 1200
[2021-01-30 17:54:11,744] - [trainer.py file line:85] - INFO: rec_loss: 0.0805609971
[2021-01-30 17:54:11,765] - [trainer.py file line:95] - INFO: per_loss: 0.0233615767
[2021-01-30 17:54:11,770] - [trainer.py file line:102] - INFO: tpl_loss: 0.0012197915
[2021-01-30 17:54:11,896] - [trainer.py file line:107] - INFO: adv_loss: -0.0282071028
[2021-01-30 17:55:07,892] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 17:59:48,674] - [trainer.py file line:84] - INFO: epoch: 12	 batch: 600
[2021-01-30 17:59:48,732] - [trainer.py file line:85] - INFO: rec_loss: 0.0718560666
[2021-01-30 17:59:48,753] - [trainer.py file line:95] - INFO: per_loss: 0.0227969456
[2021-01-30 17:59:48,758] - [trainer.py file line:102] - INFO: tpl_loss: 0.0012403660
[2021-01-30 17:59:48,881] - [trainer.py file line:107] - INFO: adv_loss: -0.0238030609
[2021-01-30 18:04:29,796] - [trainer.py file line:84] - INFO: epoch: 12	 batch: 1200
[2021-01-30 18:04:29,854] - [trainer.py file line:85] - INFO: rec_loss: 0.0639874861
[2021-01-30 18:04:29,876] - [trainer.py file line:95] - INFO: per_loss: 0.0228838194
[2021-01-30 18:04:29,881] - [trainer.py file line:102] - INFO: tpl_loss: 0.0011196886
[2021-01-30 18:04:30,004] - [trainer.py file line:107] - INFO: adv_loss: -0.0329856910
[2021-01-30 18:05:26,023] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 18:10:06,920] - [trainer.py file line:84] - INFO: epoch: 13	 batch: 600
[2021-01-30 18:10:06,979] - [trainer.py file line:85] - INFO: rec_loss: 0.0918851495
[2021-01-30 18:10:07,000] - [trainer.py file line:95] - INFO: per_loss: 0.0249627437
[2021-01-30 18:10:07,005] - [trainer.py file line:102] - INFO: tpl_loss: 0.0014272287
[2021-01-30 18:10:07,129] - [trainer.py file line:107] - INFO: adv_loss: -0.0475322567
[2021-01-30 18:14:48,138] - [trainer.py file line:84] - INFO: epoch: 13	 batch: 1200
[2021-01-30 18:14:48,195] - [trainer.py file line:85] - INFO: rec_loss: 0.0901532397
[2021-01-30 18:14:48,217] - [trainer.py file line:95] - INFO: per_loss: 0.0285557341
[2021-01-30 18:14:48,222] - [trainer.py file line:102] - INFO: tpl_loss: 0.0012692141
[2021-01-30 18:14:48,346] - [trainer.py file line:107] - INFO: adv_loss: -0.0415414087
[2021-01-30 18:15:44,417] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 18:20:26,299] - [trainer.py file line:84] - INFO: epoch: 14	 batch: 600
[2021-01-30 18:20:26,358] - [trainer.py file line:85] - INFO: rec_loss: 0.0802142993
[2021-01-30 18:20:26,379] - [trainer.py file line:95] - INFO: per_loss: 0.0219118800
[2021-01-30 18:20:26,384] - [trainer.py file line:102] - INFO: tpl_loss: 0.0011612208
[2021-01-30 18:20:26,506] - [trainer.py file line:107] - INFO: adv_loss: -0.0329808183
[2021-01-30 18:25:07,529] - [trainer.py file line:84] - INFO: epoch: 14	 batch: 1200
[2021-01-30 18:25:07,589] - [trainer.py file line:85] - INFO: rec_loss: 0.0777221099
[2021-01-30 18:25:07,610] - [trainer.py file line:95] - INFO: per_loss: 0.0202961694
[2021-01-30 18:25:07,615] - [trainer.py file line:102] - INFO: tpl_loss: 0.0011062935
[2021-01-30 18:25:07,737] - [trainer.py file line:107] - INFO: adv_loss: -0.0344266854
[2021-01-30 18:26:03,796] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 18:30:44,368] - [trainer.py file line:84] - INFO: epoch: 15	 batch: 600
[2021-01-30 18:30:44,428] - [trainer.py file line:85] - INFO: rec_loss: 0.0815032795
[2021-01-30 18:30:44,449] - [trainer.py file line:95] - INFO: per_loss: 0.0297158211
[2021-01-30 18:30:44,454] - [trainer.py file line:102] - INFO: tpl_loss: 0.0012503710
[2021-01-30 18:30:44,579] - [trainer.py file line:107] - INFO: adv_loss: -0.0404850468
[2021-01-30 18:35:24,973] - [trainer.py file line:84] - INFO: epoch: 15	 batch: 1200
[2021-01-30 18:35:25,028] - [trainer.py file line:85] - INFO: rec_loss: 0.1354432106
[2021-01-30 18:35:25,050] - [trainer.py file line:95] - INFO: per_loss: 0.0289240405
[2021-01-30 18:35:25,055] - [trainer.py file line:102] - INFO: tpl_loss: 0.0016862676
[2021-01-30 18:35:25,180] - [trainer.py file line:107] - INFO: adv_loss: -0.0468513295
[2021-01-30 18:36:21,176] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 18:41:02,525] - [trainer.py file line:84] - INFO: epoch: 16	 batch: 600
[2021-01-30 18:41:02,574] - [trainer.py file line:85] - INFO: rec_loss: 0.0921791345
[2021-01-30 18:41:02,596] - [trainer.py file line:95] - INFO: per_loss: 0.0282941982
[2021-01-30 18:41:02,600] - [trainer.py file line:102] - INFO: tpl_loss: 0.0014632446
[2021-01-30 18:41:02,723] - [trainer.py file line:107] - INFO: adv_loss: -0.0492698029
[2021-01-30 18:45:43,983] - [trainer.py file line:84] - INFO: epoch: 16	 batch: 1200
[2021-01-30 18:45:44,042] - [trainer.py file line:85] - INFO: rec_loss: 0.0790039822
[2021-01-30 18:45:44,063] - [trainer.py file line:95] - INFO: per_loss: 0.0216239598
[2021-01-30 18:45:44,068] - [trainer.py file line:102] - INFO: tpl_loss: 0.0009386538
[2021-01-30 18:45:44,191] - [trainer.py file line:107] - INFO: adv_loss: -0.0359933712
[2021-01-30 18:46:40,302] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 18:51:21,093] - [trainer.py file line:84] - INFO: epoch: 17	 batch: 600
[2021-01-30 18:51:21,152] - [trainer.py file line:85] - INFO: rec_loss: 0.0762238652
[2021-01-30 18:51:21,174] - [trainer.py file line:95] - INFO: per_loss: 0.0224629045
[2021-01-30 18:51:21,179] - [trainer.py file line:102] - INFO: tpl_loss: 0.0013662558
[2021-01-30 18:51:21,299] - [trainer.py file line:107] - INFO: adv_loss: -0.0385977700
[2021-01-30 18:56:02,238] - [trainer.py file line:84] - INFO: epoch: 17	 batch: 1200
[2021-01-30 18:56:02,295] - [trainer.py file line:85] - INFO: rec_loss: 0.0746043324
[2021-01-30 18:56:02,316] - [trainer.py file line:95] - INFO: per_loss: 0.0220806990
[2021-01-30 18:56:02,321] - [trainer.py file line:102] - INFO: tpl_loss: 0.0012767061
[2021-01-30 18:56:02,443] - [trainer.py file line:107] - INFO: adv_loss: -0.0374029167
[2021-01-30 18:56:58,543] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 19:01:39,719] - [trainer.py file line:84] - INFO: epoch: 18	 batch: 600
[2021-01-30 19:01:39,766] - [trainer.py file line:85] - INFO: rec_loss: 0.0946537629
[2021-01-30 19:01:39,788] - [trainer.py file line:95] - INFO: per_loss: 0.0296917725
[2021-01-30 19:01:39,793] - [trainer.py file line:102] - INFO: tpl_loss: 0.0012773549
[2021-01-30 19:01:39,915] - [trainer.py file line:107] - INFO: adv_loss: -0.0480959564
[2021-01-30 19:06:20,611] - [trainer.py file line:84] - INFO: epoch: 18	 batch: 1200
[2021-01-30 19:06:20,669] - [trainer.py file line:85] - INFO: rec_loss: 0.1232774556
[2021-01-30 19:06:20,690] - [trainer.py file line:95] - INFO: per_loss: 0.0292917322
[2021-01-30 19:06:20,695] - [trainer.py file line:102] - INFO: tpl_loss: 0.0015755027
[2021-01-30 19:06:20,821] - [trainer.py file line:107] - INFO: adv_loss: -0.0373449102
[2021-01-30 19:07:16,814] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 19:11:57,507] - [trainer.py file line:84] - INFO: epoch: 19	 batch: 600
[2021-01-30 19:11:57,566] - [trainer.py file line:85] - INFO: rec_loss: 0.1048092991
[2021-01-30 19:11:57,587] - [trainer.py file line:95] - INFO: per_loss: 0.0291474238
[2021-01-30 19:11:57,592] - [trainer.py file line:102] - INFO: tpl_loss: 0.0016214853
[2021-01-30 19:11:57,717] - [trainer.py file line:107] - INFO: adv_loss: -0.0474667698
[2021-01-30 19:16:39,224] - [trainer.py file line:84] - INFO: epoch: 19	 batch: 1200
[2021-01-30 19:16:39,270] - [trainer.py file line:85] - INFO: rec_loss: 0.1023048759
[2021-01-30 19:16:39,291] - [trainer.py file line:95] - INFO: per_loss: 0.0229268316
[2021-01-30 19:16:39,296] - [trainer.py file line:102] - INFO: tpl_loss: 0.0014677745
[2021-01-30 19:16:39,423] - [trainer.py file line:107] - INFO: adv_loss: -0.0339872986
[2021-01-30 19:17:36,513] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 19:22:24,466] - [trainer.py file line:84] - INFO: epoch: 20	 batch: 600
[2021-01-30 19:22:24,527] - [trainer.py file line:85] - INFO: rec_loss: 0.0979289412
[2021-01-30 19:22:24,548] - [trainer.py file line:95] - INFO: per_loss: 0.0241683498
[2021-01-30 19:22:24,552] - [trainer.py file line:102] - INFO: tpl_loss: 0.0013838615
[2021-01-30 19:22:24,675] - [trainer.py file line:107] - INFO: adv_loss: -0.0524029657
[2021-01-30 19:27:05,066] - [trainer.py file line:84] - INFO: epoch: 20	 batch: 1200
[2021-01-30 19:27:05,124] - [trainer.py file line:85] - INFO: rec_loss: 0.0674075484
[2021-01-30 19:27:05,145] - [trainer.py file line:95] - INFO: per_loss: 0.0202908423
[2021-01-30 19:27:05,150] - [trainer.py file line:102] - INFO: tpl_loss: 0.0011050081
[2021-01-30 19:27:05,274] - [trainer.py file line:107] - INFO: adv_loss: -0.0341393240
[2021-01-30 19:28:02,342] - [trainer.py file line:113] - INFO: saving the model...
[2021-01-30 19:28:02,433] - [trainer.py file line:121] - INFO: Epoch 20 evaluation process...
[2021-01-30 19:28:24,366] - [trainer.py file line:150] - INFO: Ref  PSNR (now): 25.150 	 SSIM (now): 0.7486
[2021-01-30 19:28:24,366] - [trainer.py file line:158] - INFO: Ref  PSNR (max): 25.150 (20) 	 SSIM (max): 0.7486 (20)
[2021-01-30 19:28:24,366] - [trainer.py file line:160] - INFO: Evaluation over.
[2021-01-30 19:28:24,368] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 19:33:12,606] - [trainer.py file line:84] - INFO: epoch: 21	 batch: 600
[2021-01-30 19:33:12,660] - [trainer.py file line:85] - INFO: rec_loss: 0.0872891471
[2021-01-30 19:33:12,681] - [trainer.py file line:95] - INFO: per_loss: 0.0230597127
[2021-01-30 19:33:12,686] - [trainer.py file line:102] - INFO: tpl_loss: 0.0009364700
[2021-01-30 19:33:12,812] - [trainer.py file line:107] - INFO: adv_loss: -0.0440354422
[2021-01-30 19:38:00,394] - [trainer.py file line:84] - INFO: epoch: 21	 batch: 1200
[2021-01-30 19:38:00,440] - [trainer.py file line:85] - INFO: rec_loss: 0.1255648136
[2021-01-30 19:38:00,461] - [trainer.py file line:95] - INFO: per_loss: 0.0332140066
[2021-01-30 19:38:00,466] - [trainer.py file line:102] - INFO: tpl_loss: 0.0016979470
[2021-01-30 19:38:00,593] - [trainer.py file line:107] - INFO: adv_loss: -0.0434114300
[2021-01-30 19:38:58,449] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 19:43:49,203] - [trainer.py file line:84] - INFO: epoch: 22	 batch: 600
[2021-01-30 19:43:49,248] - [trainer.py file line:85] - INFO: rec_loss: 0.0897237286
[2021-01-30 19:43:49,269] - [trainer.py file line:95] - INFO: per_loss: 0.0248884205
[2021-01-30 19:43:49,275] - [trainer.py file line:102] - INFO: tpl_loss: 0.0012733325
[2021-01-30 19:43:49,400] - [trainer.py file line:107] - INFO: adv_loss: -0.0435620807
[2021-01-30 19:48:40,187] - [trainer.py file line:84] - INFO: epoch: 22	 batch: 1200
[2021-01-30 19:48:40,232] - [trainer.py file line:85] - INFO: rec_loss: 0.0892713964
[2021-01-30 19:48:40,254] - [trainer.py file line:95] - INFO: per_loss: 0.0262386203
[2021-01-30 19:48:40,259] - [trainer.py file line:102] - INFO: tpl_loss: 0.0013773390
[2021-01-30 19:48:40,384] - [trainer.py file line:107] - INFO: adv_loss: -0.0401008949
[2021-01-30 19:49:38,804] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 19:54:30,801] - [trainer.py file line:84] - INFO: epoch: 23	 batch: 600
[2021-01-30 19:54:30,844] - [trainer.py file line:85] - INFO: rec_loss: 0.0808827579
[2021-01-30 19:54:30,866] - [trainer.py file line:95] - INFO: per_loss: 0.0288892668
[2021-01-30 19:54:30,871] - [trainer.py file line:102] - INFO: tpl_loss: 0.0011185913
[2021-01-30 19:54:30,998] - [trainer.py file line:107] - INFO: adv_loss: -0.0452306941
[2021-01-30 19:59:17,901] - [trainer.py file line:84] - INFO: epoch: 23	 batch: 1200
[2021-01-30 19:59:17,959] - [trainer.py file line:85] - INFO: rec_loss: 0.1202518046
[2021-01-30 19:59:17,981] - [trainer.py file line:95] - INFO: per_loss: 0.0270091221
[2021-01-30 19:59:17,986] - [trainer.py file line:102] - INFO: tpl_loss: 0.0016064767
[2021-01-30 19:59:18,109] - [trainer.py file line:107] - INFO: adv_loss: -0.0470051467
[2021-01-30 20:00:14,914] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 20:05:05,275] - [trainer.py file line:84] - INFO: epoch: 24	 batch: 600
[2021-01-30 20:05:05,320] - [trainer.py file line:85] - INFO: rec_loss: 0.0861150920
[2021-01-30 20:05:05,342] - [trainer.py file line:95] - INFO: per_loss: 0.0266340319
[2021-01-30 20:05:05,347] - [trainer.py file line:102] - INFO: tpl_loss: 0.0013085523
[2021-01-30 20:05:05,471] - [trainer.py file line:107] - INFO: adv_loss: -0.0379127115
[2021-01-30 20:09:54,535] - [trainer.py file line:84] - INFO: epoch: 24	 batch: 1200
[2021-01-30 20:09:54,581] - [trainer.py file line:85] - INFO: rec_loss: 0.1105524600
[2021-01-30 20:09:54,603] - [trainer.py file line:95] - INFO: per_loss: 0.0287632700
[2021-01-30 20:09:54,609] - [trainer.py file line:102] - INFO: tpl_loss: 0.0015343415
[2021-01-30 20:09:54,734] - [trainer.py file line:107] - INFO: adv_loss: -0.0386083052
[2021-01-30 20:10:52,137] - [trainer.py file line:64] - INFO: Current epoch learning rate: 1.000000e-04
[2021-01-30 20:15:40,745] - [trainer.py file line:84] - INFO: epoch: 25	 batch: 600
[2021-01-30 20:15:40,792] - [trainer.py file line:85] - INFO: rec_loss: 0.0872645602
[2021-01-30 20:15:40,813] - [trainer.py file line:95] - INFO: per_loss: 0.0240248535
[2021-01-30 20:15:40,819] - [trainer.py file line:102] - INFO: tpl_loss: 0.0011594067
[2021-01-30 20:15:40,945] - [trainer.py file line:107] - INFO: adv_loss: -0.0355385914
[2021-01-30 20:20:31,971] - [trainer.py file line:84] - INFO: epoch: 25	 batch: 1200
[2021-01-30 20:20:32,016] - [trainer.py file line:85] - INFO: rec_loss: 0.1269956976
